X1,X2,X3,X4,X5,y
-0.3202815915476969,-0.4366687820430036,0.01277198150402434,0.7038447805244464,0.4475456136752274,1
1.2855428568605738,-1.3913644221378556,-1.4486111279948788,-2.859578060863858,-0.12789416292759148,0
2.2952925711547705,1.1892079865940912,3.9131698562505965,-1.2407002541149483,3.083730603270933,0
0.35568367451368577,-0.3582962464657279,0.485348854743848,-0.10383563984532751,0.8956253582384672,1
-0.25292865107713935,-2.248096575817494,-1.1955565883659365,0.25223745210874315,0.974513189236828,0
-0.8042305170110666,-0.9053861638078525,-0.9181511018918296,0.9559945760777369,-0.09666808023636397,1
-0.019165816387042785,0.11183454234654344,1.0623896434670763,0.8297144760887845,1.0349521097043568,1
-0.08681520574471475,0.4300699803626997,2.059704585160466,1.6211333905766323,1.7896768409251567,1
-0.579961151166954,0.606139308501273,-0.40810152221128093,0.4630961236899788,-1.0681755273448257,0
0.45484941238378723,0.502936029631992,2.303163708221509,0.8642517935471283,1.9923690178356872,1
-0.22043029928382357,0.1686686781981519,0.9562735399339153,1.0702588900830763,0.8578719083528568,1
-0.45046057389867533,-1.3856939379272557,-1.1391568922409459,0.3416150139238293,0.15867482091842666,0
-1.115876076969399,0.9174884184825836,-1.058266253560854,0.7605933053332403,-2.098890199058282,0
0.3344939655695395,0.10234201120985009,-1.6615229908670985,-1.910633422936889,-1.8915358526260484,1
-0.9135761658613254,-0.034966337904621614,-1.26527602821243,0.5751942942776854,-1.3546984223797378,0
-0.18062254042375142,0.3224263768624823,1.5446540841389642,1.4127443878753245,1.339440561375132,0
-0.48123058936992963,-1.1587537701060928,-1.1298305174060022,0.32463656073022296,-0.06145816044119934,1
0.6096412654269499,-0.1401308789640478,1.1285186454295142,-0.10521376775473501,1.3765091131521494,0
0.15229111251825228,0.3911793951040736,2.1294802298762807,1.2814398058924539,1.91024842972475,0
0.11096550566000717,-0.04520118451310018,0.6056198258414167,0.3020124764286948,0.7031102273815428,0
-0.2312578404588038,-0.17078954150285086,0.4582044042048231,0.8121519985699736,0.6624075056149153,1
-0.6021207734211629,-0.4075919328094074,-0.5837102324054142,0.7058116148028826,-0.23353954023248552,0
0.08550317940244549,0.23646087791357362,1.2731924619277988,0.7747489354964656,1.1393733993509136,1
-1.2328004912819766,-1.2018551891678455,-1.8426393174868094,1.0605090765448142,-0.8067440992427237,0
0.32298961787101227,0.48277946117975457,1.6481770227369237,0.5811798886632367,1.3014677387194422,1
0.3714783006211789,1.2836431154033883,3.971729467765659,2.053523931469327,3.004747647847697,0
